85071 Material Measurement Software E07.01.08
Agilent Technologies,N5230C,MY49001460,A.09.20.08
Title:,Title
Sub Title:,SubTitle
Date:,"Wednesday, April 27, 2016 15:02:44"

frequency,e',e'',u',u''
9310375000.0000,  21.4527,   1.3244,   1.0085,   0.0026
9313000000.0000,  21.4565,   1.3369,   1.0108,   0.0034
9315625000.0000,  21.4297,   1.3529,   1.0072,   0.0074
9318250000.0000,  21.4387,   1.3096,   1.0065,   0.0022
9320875000.0000,  21.4296,   1.3199,   1.0069,   0.0039
9323500000.0000,  21.4206,   1.3476,   1.0076,   0.0072
9326125000.0000,  21.4332,   1.3238,   1.0090,   0.0042
9328750000.0000,  21.4470,   1.3322,   1.0091,   0.0039
9331375000.0000,  21.4297,   1.2978,   1.0076,   0.0000
9334000000.0000,  21.4543,   1.3110,   1.0091,   0.0013
9336625000.0000,  21.4419,   1.3396,   1.0060,   0.0059
9339250000.0000,  21.4393,   1.3496,   1.0075,   0.0035
9341875000.0000,  21.4514,   1.3333,   1.0067,   0.0037
9344500000.0000,  21.4509,   1.3335,   1.0074,   0.0039
9347125000.0000,  21.4486,   1.3407,   1.0059,   0.0033
9349750000.0000,  21.4237,   1.3311,   1.0070,   0.0036
9352375000.0000,  21.4433,   1.3434,   1.0064,   0.0042
9355000000.0000,  21.4719,   1.3411,   1.0084,   0.0051
9357625000.0000,  21.4319,   1.3225,   1.0067,   0.0037
9360250000.0000,  21.4533,   1.3496,   1.0083,   0.0047
9362875000.0000,  21.4783,   1.3016,   1.0066,   0.0007
9365500000.0000,  21.4721,   1.3517,   1.0056,   0.0057
9368125000.0000,  21.4464,   1.3086,   1.0053,   0.0020
9370750000.0000,  21.4268,   1.3377,   1.0066,   0.0069
9373375000.0000,  21.4586,   1.3118,   1.0048,   0.0037
9376000000.0000,  21.4540,   1.3865,   1.0059,   0.0078
9378625000.0000,  21.4843,   1.3160,   1.0097,   0.0033
9381250000.0000,  21.4644,   1.2884,   1.0074,   0.0011
9383875000.0000,  21.4726,   1.3157,   1.0059,   0.0039
9386500000.0000,  21.4831,   1.3220,   1.0091,   0.0046
9389125000.0000,  21.4824,   1.3140,   1.0082,   0.0038
9391750000.0000,  21.4805,   1.3447,   1.0106,   0.0063
9394375000.0000,  21.4675,   1.2995,   1.0075,   0.0034
9397000000.0000,  21.4672,   1.3321,   1.0099,   0.0038
9399625000.0000,  21.4688,   1.2583,   1.0071,   0.0004
9402250000.0000,  21.4998,   1.2902,   1.0075,   0.0027
9404875000.0000,  21.5112,   1.3015,   1.0098,   0.0048
9407500000.0000,  21.4327,   1.3522,   1.0107,   0.0087
9410125000.0000,  21.4880,   1.3331,   1.0078,   0.0055
9412750000.0000,  21.4707,   1.2894,   1.0093,   0.0036
9415375000.0000,  21.4764,   1.3091,   1.0083,   0.0062
9418000000.0000,  21.4861,   1.3335,   1.0083,   0.0056
9420625000.0000,  21.4743,   1.3303,   1.0069,   0.0069
9423250000.0000,  21.4866,   1.3417,   1.0084,   0.0073
9425875000.0000,  21.4802,   1.3611,   1.0081,   0.0059
9428500000.0000,  21.5228,   1.2944,   1.0097,   0.0006
9431125000.0000,  21.4770,   1.3187,   1.0070,   0.0042
9433750000.0000,  21.5029,   1.3472,   1.0079,   0.0059
9436375000.0000,  21.4928,   1.3570,   1.0081,   0.0059
9439000000.0000,  21.5295,   1.3210,   1.0064,   0.0016
9441625000.0000,  21.4838,   1.3644,   1.0082,   0.0083
9444250000.0000,  21.5244,   1.3289,   1.0058,   0.0047
9446875000.0000,  21.5192,   1.3299,   1.0069,   0.0030
9449500000.0000,  21.5112,   1.3472,   1.0086,   0.0053
9452125000.0000,  21.5038,   1.3301,   1.0077,   0.0031
9454750000.0000,  21.5227,   1.3648,   1.0088,   0.0053
9457375000.0000,  21.5307,   1.3255,   1.0089,   0.0033
9460000000.0000,  21.5205,   1.3685,   1.0064,   0.0055
9462625000.0000,  21.5016,   1.3239,   1.0068,   0.0023
9465250000.0000,  21.5080,   1.3509,   1.0088,   0.0068
9467875000.0000,  21.5078,   1.3398,   1.0049,   0.0040
9470500000.0000,  21.5380,   1.3671,   1.0092,   0.0070
9473125000.0000,  21.5332,   1.3300,   1.0066,   0.0041
9475750000.0000,  21.5324,   1.3815,   1.0061,   0.0053
9478375000.0000,  21.5281,   1.3648,   1.0081,   0.0031
9481000000.0000,  21.5354,   1.3769,   1.0080,   0.0055
9483625000.0000,  21.5265,   1.3285,   1.0070,   0.0014
9486250000.0000,  21.5231,   1.3224,   1.0075,   0.0010
9488875000.0000,  21.5149,   1.3336,   1.0064,   0.0026
9491500000.0000,  21.5292,   1.3609,   1.0065,   0.0026
9494125000.0000,  21.5319,   1.3676,   1.0073,   0.0048
9496750000.0000,  21.5278,   1.3960,   1.0094,   0.0064
9499375000.0000,  21.5272,   1.3795,   1.0085,   0.0035
9502000000.0000,  21.5165,   1.3347,   1.0057,   0.0008
9504625000.0000,  21.5439,   1.3572,   1.0082,   0.0029
9507250000.0000,  21.5141,   1.3331,   1.0069,   0.0007
9509875000.0000,  21.5433,   1.3537,   1.0102,   0.0038
9512500000.0000,  21.5407,   1.3682,   1.0080,   0.0039
9515125000.0000,  21.5189,   1.3827,   1.0069,   0.0053
9517750000.0000,  21.5115,   1.3846,   1.0105,   0.0068
9520375000.0000,  21.5255,   1.3356,   1.0075,   0.0005
9523000000.0000,  21.5441,   1.3946,   1.0101,   0.0047
9525625000.0000,  21.5009,   1.3961,   1.0093,   0.0062
9528250000.0000,  21.5305,   1.3833,   1.0077,   0.0055
9530875000.0000,  21.5236,   1.3286,   1.0093,   0.0011
9533500000.0000,  21.5258,   1.3618,   1.0066,   0.0035
9536125000.0000,  21.5501,   1.4072,   1.0068,   0.0083
9538750000.0000,  21.5571,   1.3510,   1.0098,   0.0035
9541375000.0000,  21.5287,   1.3295,   1.0081,   0.0019
9544000000.0000,  21.5520,   1.3555,   1.0080,   0.0022
9546625000.0000,  21.5343,   1.3062,   1.0084,  -0.0023
9549250000.0000,  21.5185,   1.3610,   1.0073,   0.0038
9551875000.0000,  21.5609,   1.3821,   1.0099,   0.0029
9554500000.0000,  21.5403,   1.3518,   1.0099,   0.0030
9557125000.0000,  21.4965,   1.3966,   1.0110,   0.0067
9559750000.0000,  21.5545,   1.3211,   1.0113,   0.0012
9562375000.0000,  21.5394,   1.3325,   1.0081,   0.0021
9565000000.0000,  21.5435,   1.3719,   1.0098,   0.0035
9567625000.0000,  21.5444,   1.4012,   1.0092,   0.0050
9570250000.0000,  21.5235,   1.3985,   1.0112,   0.0052
9572875000.0000,  21.5169,   1.3825,   1.0096,   0.0063
9575500000.0000,  21.5331,   1.4100,   1.0090,   0.0062
9578125000.0000,  21.5507,   1.4027,   1.0087,   0.0062
9580750000.0000,  21.5313,   1.4451,   1.0106,   0.0098
9583375000.0000,  21.5116,   1.4073,   1.0087,   0.0076
9586000000.0000,  21.5682,   1.4317,   1.0084,   0.0062
9588625000.0000,  21.5385,   1.3731,   1.0094,   0.0039
9591250000.0000,  21.5535,   1.4245,   1.0132,   0.0053
9593875000.0000,  21.5396,   1.4376,   1.0105,   0.0086
9596500000.0000,  21.5057,   1.4233,   1.0099,   0.0064
9599125000.0000,  21.5224,   1.4030,   1.0088,   0.0037
9601750000.0000,  21.5311,   1.4404,   1.0081,   0.0076
9604375000.0000,  21.5140,   1.4586,   1.0103,   0.0093
9607000000.0000,  21.5299,   1.4829,   1.0103,   0.0093
9609625000.0000,  21.5246,   1.4393,   1.0075,   0.0071
9612250000.0000,  21.5466,   1.4174,   1.0088,   0.0025
9614875000.0000,  21.5364,   1.4779,   1.0089,   0.0088
9617500000.0000,  21.5508,   1.4530,   1.0099,   0.0043
9620125000.0000,  21.5466,   1.4950,   1.0103,   0.0095
9622750000.0000,  21.5480,   1.4342,   1.0093,   0.0031
9625375000.0000,  21.5467,   1.4657,   1.0095,   0.0048
9628000000.0000,  21.5490,   1.4855,   1.0097,   0.0054
9630625000.0000,  21.5219,   1.4455,   1.0103,   0.0040
9633250000.0000,  21.5424,   1.4853,   1.0123,   0.0059
9635875000.0000,  21.5510,   1.4782,   1.0098,   0.0046
9638500000.0000,  21.5389,   1.4837,   1.0100,   0.0060
9641125000.0000,  21.5437,   1.5113,   1.0115,   0.0062
9643750000.0000,  21.5476,   1.5092,   1.0108,   0.0062
9646375000.0000,  21.5078,   1.5010,   1.0106,   0.0054
9649000000.0000,  21.5493,   1.5049,   1.0124,   0.0038
9651625000.0000,  21.5299,   1.4822,   1.0126,   0.0063
9654250000.0000,  21.5359,   1.4962,   1.0134,   0.0048
9656875000.0000,  21.5298,   1.4537,   1.0126,   0.0023
9659500000.0000,  21.5651,   1.4805,   1.0130,   0.0031
9662125000.0000,  21.5040,   1.5135,   1.0137,   0.0060
9664750000.0000,  21.5216,   1.4681,   1.0122,   0.0044
9667375000.0000,  21.5484,   1.4776,   1.0108,   0.0029
9670000000.0000,  21.5487,   1.5172,   1.0145,   0.0062
9672625000.0000,  21.5139,   1.5227,   1.0122,   0.0059
9675250000.0000,  21.5418,   1.4982,   1.0120,   0.0054
9677875000.0000,  21.5333,   1.5509,   1.0128,   0.0084
9680500000.0000,  21.5325,   1.5054,   1.0128,   0.0057
9683125000.0000,  21.5503,   1.5059,   1.0137,   0.0040
9685750000.0000,  21.5585,   1.5372,   1.0149,   0.0067
9688375000.0000,  21.5807,   1.5538,   1.0163,   0.0063
9691000000.0000,  21.5935,   1.5361,   1.0142,   0.0058
9693625000.0000,  21.5454,   1.5371,   1.0126,   0.0051
9696250000.0000,  21.5689,   1.5084,   1.0114,   0.0058
9698875000.0000,  21.5494,   1.5534,   1.0148,   0.0072
9701500000.0000,  21.5681,   1.4985,   1.0133,   0.0036
9704125000.0000,  21.5779,   1.5561,   1.0137,   0.0061
9706750000.0000,  21.5530,   1.5892,   1.0140,   0.0074
9709375000.0000,  21.5767,   1.4853,   1.0132,   0.0025
9712000000.0000,  21.5291,   1.6048,   1.0136,   0.0101
9714625000.0000,  21.5737,   1.5060,   1.0122,   0.0036
9717250000.0000,  21.5586,   1.5323,   1.0104,   0.0023
9719875000.0000,  21.5663,   1.5354,   1.0107,   0.0054
9722500000.0000,  21.5575,   1.5358,   1.0128,   0.0046
9725125000.0000,  21.5376,   1.5406,   1.0111,   0.0046
9727750000.0000,  21.5637,   1.5467,   1.0127,   0.0037
9730375000.0000,  21.5470,   1.5695,   1.0120,   0.0061
9733000000.0000,  21.5703,   1.5428,   1.0120,   0.0046
9735625000.0000,  21.5603,   1.5364,   1.0107,   0.0045
9738250000.0000,  21.5040,   1.5735,   1.0111,   0.0050
9740875000.0000,  21.5246,   1.5521,   1.0129,   0.0038
9743500000.0000,  21.5210,   1.6029,   1.0141,   0.0082
9746125000.0000,  21.5202,   1.5514,   1.0088,   0.0039
9748750000.0000,  21.5295,   1.5560,   1.0097,   0.0041
9751375000.0000,  21.5272,   1.5494,   1.0107,   0.0043
9754000000.0000,  21.5320,   1.5616,   1.0114,   0.0054
9756625000.0000,  21.4948,   1.5924,   1.0125,   0.0057
9759250000.0000,  21.4832,   1.5782,   1.0103,   0.0056
9761875000.0000,  21.4844,   1.6033,   1.0123,   0.0062
9764500000.0000,  21.4939,   1.6126,   1.0137,   0.0064
9767125000.0000,  21.4966,   1.6034,   1.0106,   0.0062
9769750000.0000,  21.5011,   1.6069,   1.0108,   0.0054
9772375000.0000,  21.4950,   1.6285,   1.0115,   0.0067
9775000000.0000,  21.5016,   1.5942,   1.0119,   0.0037
9777625000.0000,  21.4833,   1.6215,   1.0107,   0.0073
9780250000.0000,  21.4608,   1.6060,   1.0106,   0.0053
9782875000.0000,  21.5091,   1.5821,   1.0116,   0.0032
9785500000.0000,  21.4716,   1.6501,   1.0138,   0.0094
9788125000.0000,  21.4456,   1.6054,   1.0118,   0.0066
9790750000.0000,  21.4731,   1.5614,   1.0109,   0.0014
9793375000.0000,  21.4543,   1.5912,   1.0114,   0.0038
9796000000.0000,  21.4642,   1.6156,   1.0118,   0.0049
9798625000.0000,  21.4696,   1.6560,   1.0127,   0.0061
9801250000.0000,  21.4874,   1.5852,   1.0148,   0.0038
9803875000.0000,  21.4840,   1.6192,   1.0143,   0.0054
9806500000.0000,  21.4746,   1.6477,   1.0122,   0.0073
9809125000.0000,  21.4724,   1.6433,   1.0152,   0.0049
9811750000.0000,  21.4637,   1.6267,   1.0129,   0.0041
9814375000.0000,  21.4176,   1.6169,   1.0126,   0.0057
9817000000.0000,  21.4598,   1.6397,   1.0137,   0.0046
9819625000.0000,  21.4434,   1.6659,   1.0138,   0.0064
9822250000.0000,  21.4415,   1.6185,   1.0125,   0.0050
9824875000.0000,  21.4211,   1.6251,   1.0131,   0.0054
9827500000.0000,  21.4160,   1.6545,   1.0148,   0.0069
9830125000.0000,  21.4086,   1.6612,   1.0150,   0.0078
9832750000.0000,  21.4162,   1.6566,   1.0140,   0.0063
9835375000.0000,  21.4107,   1.6547,   1.0136,   0.0073
9838000000.0000,  21.4156,   1.6537,   1.0124,   0.0059
9840625000.0000,  21.3935,   1.6689,   1.0142,   0.0068
9843250000.0000,  21.4088,   1.6694,   1.0134,   0.0075
9845875000.0000,  21.4195,   1.6283,   1.0142,   0.0054
9848500000.0000,  21.4112,   1.6659,   1.0132,   0.0053
9851125000.0000,  21.4061,   1.6646,   1.0148,   0.0058
9853750000.0000,  21.3812,   1.6539,   1.0145,   0.0067
9856375000.0000,  21.4036,   1.6525,   1.0147,   0.0044
9859000000.0000,  21.4046,   1.6374,   1.0135,   0.0061
9861625000.0000,  21.4048,   1.6485,   1.0133,   0.0052
9864250000.0000,  21.3813,   1.6534,   1.0156,   0.0057
9866875000.0000,  21.3725,   1.6528,   1.0140,   0.0050
9869500000.0000,  21.3665,   1.6603,   1.0140,   0.0061
9872125000.0000,  21.3828,   1.6713,   1.0150,   0.0061
9874750000.0000,  21.3698,   1.6705,   1.0135,   0.0047
9877375000.0000,  21.3594,   1.6739,   1.0140,   0.0070
9880000000.0000,  21.3644,   1.6553,   1.0143,   0.0060
9882625000.0000,  21.3802,   1.6451,   1.0139,   0.0031
9885250000.0000,  21.3556,   1.6479,   1.0129,   0.0058
9887875000.0000,  21.3750,   1.6893,   1.0153,   0.0066
9890500000.0000,  21.3451,   1.6477,   1.0134,   0.0054
9893125000.0000,  21.3433,   1.6709,   1.0151,   0.0078
9895750000.0000,  21.3189,   1.6940,   1.0147,   0.0060
9898375000.0000,  21.3204,   1.6388,   1.0140,   0.0036
9901000000.0000,  21.3347,   1.6674,   1.0138,   0.0067
9903625000.0000,  21.3112,   1.6473,   1.0134,   0.0056
9906250000.0000,  21.3057,   1.6623,   1.0126,   0.0072
9908875000.0000,  21.2642,   1.6416,   1.0130,   0.0066
9911500000.0000,  21.3159,   1.6509,   1.0143,   0.0049
9914125000.0000,  21.3271,   1.6310,   1.0135,   0.0035
9916750000.0000,  21.2659,   1.6414,   1.0126,   0.0065
9919375000.0000,  21.2820,   1.6700,   1.0135,   0.0062
9922000000.0000,  21.2638,   1.6421,   1.0144,   0.0054
9924625000.0000,  21.2683,   1.6200,   1.0134,   0.0046
9927250000.0000,  21.2590,   1.6530,   1.0129,   0.0066
9929875000.0000,  21.2266,   1.6597,   1.0128,   0.0086
9932500000.0000,  21.2642,   1.6278,   1.0166,   0.0057
9935125000.0000,  21.2231,   1.6546,   1.0125,   0.0083
9937750000.0000,  21.2647,   1.6221,   1.0144,   0.0041
9940375000.0000,  21.1986,   1.6153,   1.0125,   0.0060
9943000000.0000,  21.2419,   1.6722,   1.0151,   0.0074
9945625000.0000,  21.2423,   1.6096,   1.0151,   0.0057
9948250000.0000,  21.2289,   1.6511,   1.0162,   0.0082
9950875000.0000,  21.2360,   1.6097,   1.0158,   0.0046
9953500000.0000,  21.1833,   1.6039,   1.0121,   0.0048
9956125000.0000,  21.2266,   1.6118,   1.0143,   0.0061
9958750000.0000,  21.1845,   1.6236,   1.0130,   0.0081
9961375000.0000,  21.2110,   1.6216,   1.0148,   0.0066
9964000000.0000,  21.1973,   1.6370,   1.0157,   0.0078
9966625000.0000,  21.1939,   1.6244,   1.0155,   0.0077
9969250000.0000,  21.1873,   1.5819,   1.0138,   0.0074
9971875000.0000,  21.2072,   1.6213,   1.0145,   0.0070
9974500000.0000,  21.2138,   1.5863,   1.0155,   0.0059
9977125000.0000,  21.2097,   1.5882,   1.0145,   0.0049
9979750000.0000,  21.1968,   1.5883,   1.0144,   0.0070
9982375000.0000,  21.1805,   1.5820,   1.0133,   0.0065
9985000000.0000,  21.1732,   1.5931,   1.0140,   0.0083
9987625000.0000,  21.1756,   1.6088,   1.0139,   0.0084
9990250000.0000,  21.1711,   1.5996,   1.0139,   0.0070
9992875000.0000,  21.1705,   1.6111,   1.0141,   0.0084
9995500000.0000,  21.1769,   1.5764,   1.0143,   0.0073
9998125000.0000,  21.1487,   1.5694,   1.0132,   0.0068
10000750000.0000,  21.1625,   1.5919,   1.0140,   0.0092
10003375000.0000,  21.1812,   1.5490,   1.0140,   0.0060
10006000000.0000,  21.1648,   1.5711,   1.0124,   0.0068
10008625000.0000,  21.1758,   1.5804,   1.0143,   0.0067
10011250000.0000,  21.1649,   1.5776,   1.0126,   0.0072
10013875000.0000,  21.1576,   1.5873,   1.0139,   0.0076
10016500000.0000,  21.1630,   1.5560,   1.0126,   0.0043
10019125000.0000,  21.1453,   1.5963,   1.0134,   0.0082
10021750000.0000,  21.1624,   1.5571,   1.0153,   0.0061
10024375000.0000,  21.1508,   1.5557,   1.0133,   0.0058
10027000000.0000,  21.1241,   1.5546,   1.0125,   0.0061
10029625000.0000,  21.1365,   1.5377,   1.0141,   0.0054
10032250000.0000,  21.1299,   1.5485,   1.0131,   0.0071
10034875000.0000,  21.1239,   1.5605,   1.0144,   0.0063
10037500000.0000,  21.1660,   1.5577,   1.0142,   0.0050
10040125000.0000,  21.1451,   1.5404,   1.0145,   0.0048
10042750000.0000,  21.1150,   1.5492,   1.0129,   0.0054
10045375000.0000,  21.1304,   1.5452,   1.0155,   0.0058
10048000000.0000,  21.1429,   1.5587,   1.0163,   0.0067
10050625000.0000,  21.1062,   1.5308,   1.0145,   0.0067
10053250000.0000,  21.1422,   1.5314,   1.0142,   0.0061
10055875000.0000,  21.1356,   1.5449,   1.0153,   0.0061
10058500000.0000,  21.1454,   1.5182,   1.0152,   0.0067
10061125000.0000,  21.1240,   1.5204,   1.0139,   0.0062
10063750000.0000,  21.1396,   1.5115,   1.0156,   0.0055
10066375000.0000,  21.1118,   1.5095,   1.0148,   0.0065
10069000000.0000,  21.1234,   1.4829,   1.0158,   0.0057
10071625000.0000,  21.0965,   1.5042,   1.0152,   0.0075
10074250000.0000,  21.1082,   1.5318,   1.0145,   0.0074
10076875000.0000,  21.1028,   1.4901,   1.0137,   0.0073
10079500000.0000,  21.1060,   1.4908,   1.0146,   0.0067
10082125000.0000,  21.1080,   1.4547,   1.0135,   0.0074
10084750000.0000,  21.0885,   1.4824,   1.0154,   0.0078
10087375000.0000,  21.0884,   1.4886,   1.0158,   0.0080
10090000000.0000,  21.1112,   1.4699,   1.0164,   0.0081
10092625000.0000,  21.1207,   1.4569,   1.0144,   0.0059
10095250000.0000,  21.1188,   1.4692,   1.0165,   0.0083
10097875000.0000,  21.0777,   1.4812,   1.0155,   0.0103
10100500000.0000,  21.0931,   1.4845,   1.0156,   0.0099
10103125000.0000,  21.0694,   1.4870,   1.0151,   0.0098
10105750000.0000,  21.0822,   1.4555,   1.0160,   0.0093
10108375000.0000,  21.0894,   1.4582,   1.0145,   0.0070
10111000000.0000,  21.1076,   1.4354,   1.0157,   0.0070
10113625000.0000,  21.1021,   1.4782,   1.0159,   0.0087
10116250000.0000,  21.1066,   1.4436,   1.0151,   0.0071
10118875000.0000,  21.0701,   1.4640,   1.0151,   0.0104
10121500000.0000,  21.0768,   1.4646,   1.0147,   0.0098
10124125000.0000,  21.0941,   1.4602,   1.0154,   0.0086
10126750000.0000,  21.0962,   1.4379,   1.0142,   0.0068
10129375000.0000,  21.1119,   1.4374,   1.0141,   0.0092
10132000000.0000,  21.0837,   1.4487,   1.0146,   0.0076
10134625000.0000,  21.0878,   1.4686,   1.0135,   0.0089
10137250000.0000,  21.0978,   1.4426,   1.0152,   0.0084
10139875000.0000,  21.0877,   1.4496,   1.0147,   0.0089
10142500000.0000,  21.0862,   1.4757,   1.0155,   0.0095
10145125000.0000,  21.1021,   1.4402,   1.0140,   0.0075
10147750000.0000,  21.0618,   1.4289,   1.0158,   0.0075
10150375000.0000,  21.0986,   1.4263,   1.0157,   0.0069
10153000000.0000,  21.0936,   1.4389,   1.0155,   0.0077
10155625000.0000,  21.0601,   1.4218,   1.0143,   0.0078
10158250000.0000,  21.0803,   1.4763,   1.0169,   0.0094
10160875000.0000,  21.0939,   1.4056,   1.0150,   0.0066
10163500000.0000,  21.0798,   1.4049,   1.0155,   0.0070
10166125000.0000,  21.0990,   1.4123,   1.0139,   0.0059
10168750000.0000,  21.1231,   1.4071,   1.0167,   0.0047
10171375000.0000,  21.0983,   1.4335,   1.0154,   0.0079
10174000000.0000,  21.0903,   1.3745,   1.0141,   0.0057
10176625000.0000,  21.1095,   1.4238,   1.0152,   0.0082
10179250000.0000,  21.1077,   1.4136,   1.0167,   0.0075
10181875000.0000,  21.0619,   1.3804,   1.0140,   0.0049
10184500000.0000,  21.1165,   1.3904,   1.0155,   0.0069
10187125000.0000,  21.0876,   1.3938,   1.0148,   0.0064
10189750000.0000,  21.0868,   1.3974,   1.0142,   0.0070
10192375000.0000,  21.1063,   1.3902,   1.0177,   0.0073
10195000000.0000,  21.0764,   1.3822,   1.0143,   0.0065
10197625000.0000,  21.0733,   1.3729,   1.0147,   0.0077
10200250000.0000,  21.0896,   1.3886,   1.0130,   0.0077
10202875000.0000,  21.0954,   1.3758,   1.0140,   0.0063
10205500000.0000,  21.0942,   1.3674,   1.0147,   0.0068
10208125000.0000,  21.0914,   1.3625,   1.0152,   0.0064
10210750000.0000,  21.0887,   1.3931,   1.0153,   0.0075
10213375000.0000,  21.1021,   1.3904,   1.0151,   0.0068
10216000000.0000,  21.0967,   1.3666,   1.0141,   0.0062
10218625000.0000,  21.0982,   1.3579,   1.0137,   0.0062
10221250000.0000,  21.0919,   1.3910,   1.0143,   0.0080
10223875000.0000,  21.1151,   1.3388,   1.0137,   0.0052
10226500000.0000,  21.0757,   1.3719,   1.0131,   0.0079
10229125000.0000,  21.0774,   1.3746,   1.0144,   0.0085
10231750000.0000,  21.0982,   1.3343,   1.0132,   0.0051
10234375000.0000,  21.0885,   1.3441,   1.0137,   0.0074
10237000000.0000,  21.1326,   1.3469,   1.0132,   0.0066
10239625000.0000,  21.1143,   1.3274,   1.0142,   0.0055
10242250000.0000,  21.1064,   1.3778,   1.0140,   0.0077
10244875000.0000,  21.1120,   1.3341,   1.0128,   0.0083
10247500000.0000,  21.0976,   1.3575,   1.0124,   0.0086
10250125000.0000,  21.1305,   1.3627,   1.0147,   0.0069
10252750000.0000,  21.1083,   1.3545,   1.0149,   0.0077
10255375000.0000,  21.1075,   1.3470,   1.0131,   0.0067
10258000000.0000,  21.1294,   1.3127,   1.0151,   0.0061
10260625000.0000,  21.1398,   1.3431,   1.0148,   0.0073
10263250000.0000,  21.1125,   1.3652,   1.0125,   0.0078
10265875000.0000,  21.1148,   1.3332,   1.0132,   0.0066
10268500000.0000,  21.1389,   1.3418,   1.0134,   0.0049
10271125000.0000,  21.1146,   1.3127,   1.0136,   0.0064
10273750000.0000,  21.0659,   1.3828,   1.0151,   0.0084
10276375000.0000,  21.0917,   1.3475,   1.0127,   0.0069
10279000000.0000,  21.1005,   1.3230,   1.0131,   0.0067
10281625000.0000,  21.1265,   1.3187,   1.0147,   0.0057
10284250000.0000,  21.1018,   1.3318,   1.0141,   0.0076
10286875000.0000,  21.1062,   1.3107,   1.0132,   0.0054
10289500000.0000,  21.1168,   1.3227,   1.0155,   0.0056
10292125000.0000,  21.0747,   1.3457,   1.0148,   0.0077
10294750000.0000,  21.1030,   1.3510,   1.0132,   0.0076
10297375000.0000,  21.0839,   1.3314,   1.0152,   0.0075
10300000000.0000,  21.1163,   1.3516,   1.0144,   0.0077
10302625000.0000,  21.1009,   1.3435,   1.0154,   0.0076
10305250000.0000,  21.1022,   1.3326,   1.0147,   0.0077
10307875000.0000,  21.0912,   1.3031,   1.0143,   0.0047
10310500000.0000,  21.1001,   1.3407,   1.0158,   0.0059
10313125000.0000,  21.0881,   1.3255,   1.0142,   0.0065
10315750000.0000,  21.1023,   1.3395,   1.0150,   0.0070
10318375000.0000,  21.0896,   1.3070,   1.0139,   0.0051
10321000000.0000,  21.1081,   1.2908,   1.0163,   0.0053
10323625000.0000,  21.0811,   1.3645,   1.0152,   0.0087
10326250000.0000,  21.1086,   1.3502,   1.0156,   0.0082
10328875000.0000,  21.1197,   1.3030,   1.0150,   0.0049
10331500000.0000,  21.1034,   1.2974,   1.0173,   0.0060
10334125000.0000,  21.1077,   1.3014,   1.0157,   0.0050
10336750000.0000,  21.1233,   1.3279,   1.0174,   0.0078
10339375000.0000,  21.1144,   1.3204,   1.0165,   0.0074
10342000000.0000,  21.0982,   1.3249,   1.0178,   0.0073
10344625000.0000,  21.1241,   1.3008,   1.0173,   0.0056
10347250000.0000,  21.1197,   1.3369,   1.0170,   0.0087
10349875000.0000,  21.1067,   1.3148,   1.0159,   0.0080
10352500000.0000,  21.0910,   1.2832,   1.0155,   0.0055
10355125000.0000,  21.1166,   1.2923,   1.0163,   0.0062
10357750000.0000,  21.1179,   1.2947,   1.0156,   0.0063
10360375000.0000,  21.1065,   1.2731,   1.0159,   0.0051
10363000000.0000,  21.1155,   1.2647,   1.0165,   0.0063
10365625000.0000,  21.1206,   1.3056,   1.0156,   0.0066
10368250000.0000,  21.1250,   1.2643,   1.0146,   0.0057
10370875000.0000,  21.1385,   1.2798,   1.0148,   0.0065
10373500000.0000,  21.1411,   1.3088,   1.0154,   0.0072
10376125000.0000,  21.1309,   1.2941,   1.0155,   0.0065
10378750000.0000,  21.1290,   1.3020,   1.0160,   0.0098
10381375000.0000,  21.1345,   1.2928,   1.0156,   0.0074
10384000000.0000,  21.1085,   1.2885,   1.0147,   0.0076
10386625000.0000,  21.1164,   1.2678,   1.0131,   0.0072
10389250000.0000,  21.1487,   1.2709,   1.0131,   0.0045
10391875000.0000,  21.1234,   1.2675,   1.0109,   0.0076
10394500000.0000,  21.1219,   1.2769,   1.0123,   0.0076
10397125000.0000,  21.1524,   1.2743,   1.0143,   0.0060
10399750000.0000,  21.0912,   1.2524,   1.0115,   0.0078
10402375000.0000,  21.1235,   1.2680,   1.0127,   0.0069
10405000000.0000,  21.1114,   1.2626,   1.0123,   0.0051
10407625000.0000,  21.1300,   1.2669,   1.0130,   0.0063
10410250000.0000,  21.1570,   1.2720,   1.0136,   0.0062
10412875000.0000,  21.1203,   1.3009,   1.0139,   0.0074
10415500000.0000,  21.1114,   1.2622,   1.0134,   0.0073
10418125000.0000,  21.1055,   1.2943,   1.0114,   0.0069
10420750000.0000,  21.0814,   1.3067,   1.0107,   0.0092
10423375000.0000,  21.0966,   1.2740,   1.0118,   0.0055
10426000000.0000,  21.0888,   1.2900,   1.0142,   0.0068
10428625000.0000,  21.0768,   1.2837,   1.0136,   0.0083
10431250000.0000,  21.1040,   1.2508,   1.0139,   0.0045
10433875000.0000,  21.0858,   1.2367,   1.0124,   0.0050
10436500000.0000,  21.1124,   1.2921,   1.0147,   0.0057
10439125000.0000,  21.0679,   1.2695,   1.0132,   0.0080
10441750000.0000,  21.0803,   1.2685,   1.0138,   0.0065
10444375000.0000,  21.0767,   1.2753,   1.0136,   0.0079
10447000000.0000,  21.0647,   1.2932,   1.0144,   0.0082
