85071 Material Measurement Software E07.01.08
Agilent Technologies,N5230C,MY49001460,A.09.20.08
Title:,Title
Sub Title:,SubTitle
Date:,"Wednesday, April 27, 2016 14:06:26"

frequency,e',e'',u',u''
9313000000.0000,  14.0860,   0.5334,   0.9838,   0.0064
9315625000.0000,  14.0917,   0.5206,   0.9807,   0.0060
9318250000.0000,  14.0985,   0.5209,   0.9808,   0.0032
9320875000.0000,  14.0917,   0.5172,   0.9797,   0.0030
9323500000.0000,  14.0864,   0.5304,   0.9814,   0.0068
9326125000.0000,  14.0865,   0.5242,   0.9828,   0.0036
9328750000.0000,  14.0864,   0.5349,   0.9810,   0.0068
9331375000.0000,  14.0887,   0.5250,   0.9811,   0.0037
9334000000.0000,  14.0930,   0.5286,   0.9812,   0.0053
9336625000.0000,  14.1060,   0.5221,   0.9797,   0.0015
9339250000.0000,  14.0954,   0.5292,   0.9816,   0.0044
9341875000.0000,  14.0877,   0.5370,   0.9799,   0.0061
9344500000.0000,  14.1077,   0.5243,   0.9802,   0.0019
9347125000.0000,  14.1069,   0.5404,   0.9817,   0.0056
9349750000.0000,  14.0910,   0.5311,   0.9812,   0.0033
9352375000.0000,  14.1046,   0.5310,   0.9801,   0.0036
9355000000.0000,  14.0988,   0.5184,   0.9807,   0.0028
9357625000.0000,  14.0865,   0.5196,   0.9803,   0.0020
9360250000.0000,  14.1007,   0.5326,   0.9819,   0.0048
9362875000.0000,  14.1057,   0.5371,   0.9775,   0.0035
9365500000.0000,  14.1197,   0.5233,   0.9789,   0.0011
9368125000.0000,  14.0992,   0.5117,   0.9810,  -0.0009
9370750000.0000,  14.0880,   0.5200,   0.9800,   0.0022
9373375000.0000,  14.1046,   0.5235,   0.9772,   0.0038
9376000000.0000,  14.1037,   0.5328,   0.9805,   0.0035
9378625000.0000,  14.0933,   0.5275,   0.9801,   0.0041
9381250000.0000,  14.0899,   0.5111,   0.9792,   0.0004
9383875000.0000,  14.1062,   0.5156,   0.9796,   0.0018
9386500000.0000,  14.1020,   0.5197,   0.9803,   0.0048
9389125000.0000,  14.1038,   0.5186,   0.9803,   0.0030
9391750000.0000,  14.0967,   0.5190,   0.9839,   0.0034
9394375000.0000,  14.0803,   0.5127,   0.9792,   0.0036
9397000000.0000,  14.0927,   0.5200,   0.9818,   0.0047
9399625000.0000,  14.0844,   0.5115,   0.9809,   0.0054
9402250000.0000,  14.1112,   0.5125,   0.9807,   0.0031
9404875000.0000,  14.1018,   0.5128,   0.9826,   0.0027
9407500000.0000,  14.0630,   0.5173,   0.9812,   0.0080
9410125000.0000,  14.0934,   0.5336,   0.9820,   0.0068
9412750000.0000,  14.0840,   0.5177,   0.9822,   0.0049
9415375000.0000,  14.0992,   0.5100,   0.9822,   0.0062
9418000000.0000,  14.0929,   0.5326,   0.9810,   0.0088
9420625000.0000,  14.0843,   0.5183,   0.9816,   0.0058
9423250000.0000,  14.0971,   0.5174,   0.9831,   0.0058
9425875000.0000,  14.0909,   0.5407,   0.9823,   0.0072
9428500000.0000,  14.0994,   0.5096,   0.9821,   0.0012
9431125000.0000,  14.0756,   0.5243,   0.9805,   0.0047
9433750000.0000,  14.0973,   0.5283,   0.9803,   0.0062
9436375000.0000,  14.0861,   0.5321,   0.9815,   0.0052
9439000000.0000,  14.0992,   0.5416,   0.9790,   0.0078
9441625000.0000,  14.0849,   0.5199,   0.9836,   0.0040
9444250000.0000,  14.1040,   0.5251,   0.9802,   0.0055
9446875000.0000,  14.1104,   0.5313,   0.9826,   0.0031
9449500000.0000,  14.0959,   0.5287,   0.9822,   0.0044
9452125000.0000,  14.0869,   0.5450,   0.9808,   0.0066
9454750000.0000,  14.0988,   0.5470,   0.9815,   0.0066
9457375000.0000,  14.1025,   0.5300,   0.9831,   0.0026
9460000000.0000,  14.1053,   0.5312,   0.9825,   0.0035
9462625000.0000,  14.0827,   0.5236,   0.9823,   0.0008
9465250000.0000,  14.0933,   0.5326,   0.9825,   0.0047
9467875000.0000,  14.0904,   0.5364,   0.9794,   0.0058
9470500000.0000,  14.1094,   0.5347,   0.9815,   0.0046
9473125000.0000,  14.1050,   0.5251,   0.9807,   0.0043
9475750000.0000,  14.1030,   0.5422,   0.9801,   0.0056
9478375000.0000,  14.1003,   0.5321,   0.9816,   0.0019
9481000000.0000,  14.0985,   0.5264,   0.9807,   0.0009
9483625000.0000,  14.1045,   0.5303,   0.9804,   0.0032
9486250000.0000,  14.1023,   0.5313,   0.9823,   0.0035
9488875000.0000,  14.0893,   0.5200,   0.9787,  -0.0000
9491500000.0000,  14.1088,   0.5239,   0.9819,  -0.0012
9494125000.0000,  14.1012,   0.5285,   0.9813,   0.0010
9496750000.0000,  14.0948,   0.5280,   0.9819,  -0.0005
9499375000.0000,  14.1091,   0.5366,   0.9812,   0.0011
9502000000.0000,  14.0951,   0.5360,   0.9804,   0.0015
9504625000.0000,  14.1103,   0.5225,   0.9831,   0.0027
9507250000.0000,  14.0925,   0.5207,   0.9803,   0.0002
9509875000.0000,  14.1004,   0.5106,   0.9828,  -0.0008
9512500000.0000,  14.0963,   0.5152,   0.9799,   0.0010
9515125000.0000,  14.1055,   0.5201,   0.9797,   0.0007
9517750000.0000,  14.0986,   0.5282,   0.9831,   0.0018
9520375000.0000,  14.1035,   0.5304,   0.9819,   0.0022
9523000000.0000,  14.1061,   0.5381,   0.9827,   0.0038
9525625000.0000,  14.0903,   0.5162,   0.9793,   0.0034
9528250000.0000,  14.1101,   0.5177,   0.9797,   0.0016
9530875000.0000,  14.0912,   0.5122,   0.9800,   0.0022
9533500000.0000,  14.1017,   0.5135,   0.9792,   0.0014
9536125000.0000,  14.1084,   0.5246,   0.9802,   0.0053
9538750000.0000,  14.1092,   0.5117,   0.9802,  -0.0004
9541375000.0000,  14.0913,   0.5219,   0.9807,   0.0040
9544000000.0000,  14.1016,   0.4994,   0.9801,  -0.0026
9546625000.0000,  14.1100,   0.5031,   0.9806,  -0.0038
9549250000.0000,  14.1092,   0.5172,   0.9794,   0.0019
9551875000.0000,  14.1116,   0.5171,   0.9825,   0.0021
9554500000.0000,  14.0970,   0.5146,   0.9809,   0.0021
9557125000.0000,  14.0766,   0.5380,   0.9832,   0.0079
9559750000.0000,  14.0919,   0.5277,   0.9820,   0.0071
9562375000.0000,  14.0957,   0.5136,   0.9781,   0.0026
9565000000.0000,  14.0955,   0.5140,   0.9816,   0.0022
9567625000.0000,  14.0876,   0.5415,   0.9804,   0.0079
9570250000.0000,  14.0796,   0.5289,   0.9817,   0.0051
9572875000.0000,  14.0842,   0.5196,   0.9818,   0.0039
9575500000.0000,  14.0883,   0.5333,   0.9811,   0.0056
9578125000.0000,  14.0988,   0.5355,   0.9798,   0.0053
9580750000.0000,  14.0859,   0.5434,   0.9826,   0.0101
9583375000.0000,  14.0901,   0.5375,   0.9842,   0.0072
9586000000.0000,  14.1006,   0.5402,   0.9813,   0.0079
9588625000.0000,  14.0895,   0.5221,   0.9830,   0.0057
9591250000.0000,  14.0806,   0.5475,   0.9829,   0.0088
9593875000.0000,  14.0858,   0.5432,   0.9819,   0.0099
9596500000.0000,  14.0770,   0.5502,   0.9826,   0.0092
9599125000.0000,  14.0959,   0.5390,   0.9817,   0.0048
9601750000.0000,  14.0954,   0.5407,   0.9825,   0.0076
9604375000.0000,  14.0921,   0.5557,   0.9843,   0.0081
9607000000.0000,  14.0857,   0.5610,   0.9831,   0.0081
9609625000.0000,  14.0943,   0.5408,   0.9823,   0.0062
9612250000.0000,  14.0977,   0.5511,   0.9829,   0.0042
9614875000.0000,  14.1001,   0.5510,   0.9829,   0.0062
9617500000.0000,  14.0901,   0.5564,   0.9836,   0.0072
9620125000.0000,  14.0974,   0.5724,   0.9816,   0.0113
9622750000.0000,  14.1018,   0.5512,   0.9809,   0.0053
9625375000.0000,  14.1113,   0.5496,   0.9819,   0.0045
9628000000.0000,  14.1061,   0.5485,   0.9830,   0.0027
9630625000.0000,  14.0912,   0.5649,   0.9835,   0.0064
9633250000.0000,  14.1045,   0.5580,   0.9871,   0.0049
9635875000.0000,  14.1018,   0.5534,   0.9846,   0.0041
9638500000.0000,  14.1071,   0.5626,   0.9833,   0.0047
9641125000.0000,  14.0999,   0.5675,   0.9855,   0.0064
9643750000.0000,  14.1069,   0.5615,   0.9824,   0.0038
9646375000.0000,  14.0972,   0.5666,   0.9840,   0.0061
9649000000.0000,  14.0980,   0.5712,   0.9857,   0.0039
9651625000.0000,  14.0872,   0.5698,   0.9846,   0.0086
9654250000.0000,  14.0997,   0.5542,   0.9861,   0.0022
9656875000.0000,  14.0859,   0.5571,   0.9855,   0.0030
9659500000.0000,  14.1059,   0.5738,   0.9856,   0.0063
9662125000.0000,  14.0916,   0.5654,   0.9864,   0.0076
9664750000.0000,  14.0907,   0.5682,   0.9851,   0.0059
9667375000.0000,  14.0975,   0.5628,   0.9835,   0.0055
9670000000.0000,  14.1070,   0.5514,   0.9849,   0.0023
9672625000.0000,  14.0934,   0.5441,   0.9852,   0.0009
9675250000.0000,  14.1036,   0.5607,   0.9855,   0.0056
9677875000.0000,  14.0951,   0.5589,   0.9858,   0.0071
9680500000.0000,  14.0892,   0.5784,   0.9856,   0.0106
9683125000.0000,  14.1041,   0.5633,   0.9852,   0.0042
9685750000.0000,  14.1081,   0.5608,   0.9879,   0.0067
9688375000.0000,  14.1101,   0.5622,   0.9867,   0.0065
9691000000.0000,  14.1254,   0.5855,   0.9853,   0.0095
9693625000.0000,  14.1058,   0.5764,   0.9847,   0.0069
9696250000.0000,  14.1142,   0.5508,   0.9838,   0.0058
9698875000.0000,  14.0969,   0.5629,   0.9867,   0.0063
9701500000.0000,  14.1151,   0.5572,   0.9862,   0.0070
9704125000.0000,  14.1140,   0.5716,   0.9865,   0.0060
9706750000.0000,  14.1204,   0.5721,   0.9867,   0.0056
9709375000.0000,  14.1075,   0.5733,   0.9854,   0.0091
9712000000.0000,  14.0976,   0.5590,   0.9842,   0.0054
9714625000.0000,  14.1076,   0.5671,   0.9855,   0.0089
9717250000.0000,  14.1069,   0.5615,   0.9829,   0.0044
9719875000.0000,  14.1186,   0.5559,   0.9839,   0.0048
9722500000.0000,  14.1038,   0.5680,   0.9838,   0.0050
9725125000.0000,  14.1137,   0.5554,   0.9845,   0.0024
9727750000.0000,  14.1148,   0.5633,   0.9866,   0.0026
9730375000.0000,  14.1094,   0.5672,   0.9846,   0.0056
9733000000.0000,  14.1113,   0.5698,   0.9822,   0.0054
9735625000.0000,  14.1129,   0.5722,   0.9834,   0.0076
9738250000.0000,  14.0959,   0.5845,   0.9846,   0.0058
9740875000.0000,  14.0960,   0.5663,   0.9839,   0.0037
9743500000.0000,  14.1034,   0.5921,   0.9869,   0.0105
9746125000.0000,  14.1081,   0.5712,   0.9811,   0.0046
9748750000.0000,  14.1133,   0.5750,   0.9836,   0.0061
9751375000.0000,  14.1070,   0.5639,   0.9831,   0.0041
9754000000.0000,  14.1131,   0.5831,   0.9843,   0.0074
9756625000.0000,  14.0920,   0.5879,   0.9855,   0.0073
9759250000.0000,  14.0899,   0.6045,   0.9828,   0.0102
9761875000.0000,  14.1027,   0.5898,   0.9869,   0.0067
9764500000.0000,  14.0982,   0.6046,   0.9858,   0.0091
9767125000.0000,  14.1026,   0.5945,   0.9838,   0.0080
9769750000.0000,  14.1127,   0.5808,   0.9843,   0.0058
9772375000.0000,  14.0915,   0.5936,   0.9851,   0.0065
9775000000.0000,  14.0972,   0.5998,   0.9833,   0.0049
9777625000.0000,  14.1077,   0.5795,   0.9844,   0.0043
9780250000.0000,  14.0953,   0.5824,   0.9831,   0.0039
9782875000.0000,  14.1044,   0.5893,   0.9835,   0.0069
9785500000.0000,  14.1088,   0.5785,   0.9854,   0.0033
9788125000.0000,  14.0878,   0.5807,   0.9838,   0.0049
9790750000.0000,  14.1103,   0.5821,   0.9831,   0.0045
9793375000.0000,  14.0918,   0.5814,   0.9837,   0.0036
9796000000.0000,  14.1020,   0.5849,   0.9836,   0.0033
9798625000.0000,  14.1064,   0.5979,   0.9832,   0.0052
9801250000.0000,  14.1155,   0.5808,   0.9875,   0.0039
9803875000.0000,  14.0967,   0.5880,   0.9833,   0.0058
9806500000.0000,  14.1099,   0.5984,   0.9837,   0.0079
9809125000.0000,  14.0996,   0.5938,   0.9852,   0.0034
9811750000.0000,  14.1029,   0.5892,   0.9828,   0.0033
9814375000.0000,  14.0794,   0.5792,   0.9821,   0.0054
9817000000.0000,  14.0960,   0.5862,   0.9841,   0.0042
9819625000.0000,  14.0999,   0.5988,   0.9849,   0.0060
9822250000.0000,  14.0995,   0.5816,   0.9844,   0.0051
9824875000.0000,  14.0891,   0.5852,   0.9825,   0.0053
9827500000.0000,  14.0920,   0.5828,   0.9863,   0.0052
9830125000.0000,  14.0868,   0.5886,   0.9844,   0.0083
9832750000.0000,  14.0985,   0.5897,   0.9846,   0.0052
9835375000.0000,  14.0922,   0.5946,   0.9844,   0.0066
9838000000.0000,  14.0926,   0.5822,   0.9820,   0.0036
9840625000.0000,  14.0863,   0.5849,   0.9831,   0.0044
9843250000.0000,  14.0907,   0.5855,   0.9831,   0.0062
9845875000.0000,  14.0937,   0.5932,   0.9838,   0.0084
9848500000.0000,  14.1028,   0.5878,   0.9834,   0.0041
9851125000.0000,  14.0939,   0.6048,   0.9850,   0.0080
9853750000.0000,  14.0743,   0.5942,   0.9829,   0.0089
9856375000.0000,  14.0864,   0.5951,   0.9846,   0.0058
9859000000.0000,  14.0834,   0.5878,   0.9818,   0.0070
9861625000.0000,  14.0934,   0.6020,   0.9822,   0.0068
9864250000.0000,  14.0868,   0.5979,   0.9861,   0.0068
9866875000.0000,  14.0846,   0.5945,   0.9848,   0.0063
9869500000.0000,  14.0805,   0.6071,   0.9838,   0.0072
9872125000.0000,  14.0825,   0.6047,   0.9838,   0.0066
9874750000.0000,  14.0769,   0.6135,   0.9818,   0.0081
9877375000.0000,  14.0686,   0.6037,   0.9811,   0.0076
9880000000.0000,  14.0752,   0.6005,   0.9837,   0.0058
9882625000.0000,  14.0750,   0.6084,   0.9810,   0.0039
9885250000.0000,  14.0827,   0.6029,   0.9842,   0.0050
9887875000.0000,  14.0864,   0.6133,   0.9853,   0.0063
9890500000.0000,  14.0650,   0.5979,   0.9821,   0.0055
9893125000.0000,  14.0680,   0.6031,   0.9827,   0.0062
9895750000.0000,  14.0634,   0.6272,   0.9843,   0.0066
9898375000.0000,  14.0549,   0.6126,   0.9838,   0.0065
9901000000.0000,  14.0792,   0.6033,   0.9832,   0.0062
9903625000.0000,  14.0606,   0.6100,   0.9844,   0.0062
9906250000.0000,  14.0702,   0.6099,   0.9844,   0.0068
9908875000.0000,  14.0591,   0.6072,   0.9847,   0.0062
9911500000.0000,  14.0667,   0.6104,   0.9843,   0.0032
9914125000.0000,  14.0702,   0.5986,   0.9830,   0.0040
9916750000.0000,  14.0534,   0.5944,   0.9832,   0.0043
9919375000.0000,  14.0573,   0.6070,   0.9829,   0.0036
9922000000.0000,  14.0418,   0.6145,   0.9834,   0.0067
9924625000.0000,  14.0534,   0.6059,   0.9827,   0.0057
9927250000.0000,  14.0529,   0.6028,   0.9835,   0.0031
9929875000.0000,  14.0386,   0.6043,   0.9836,   0.0057
9932500000.0000,  14.0532,   0.6130,   0.9873,   0.0067
9935125000.0000,  14.0419,   0.6088,   0.9846,   0.0052
9937750000.0000,  14.0529,   0.6128,   0.9840,   0.0044
9940375000.0000,  14.0328,   0.5968,   0.9835,   0.0053
9943000000.0000,  14.0408,   0.6114,   0.9847,   0.0059
9945625000.0000,  14.0418,   0.5964,   0.9839,   0.0056
9948250000.0000,  14.0474,   0.6134,   0.9849,   0.0061
9950875000.0000,  14.0455,   0.6053,   0.9844,   0.0033
9953500000.0000,  14.0246,   0.6080,   0.9829,   0.0054
9956125000.0000,  14.0384,   0.6015,   0.9846,   0.0062
9958750000.0000,  14.0283,   0.6028,   0.9848,   0.0050
9961375000.0000,  14.0347,   0.6025,   0.9851,   0.0054
9964000000.0000,  14.0264,   0.6005,   0.9847,   0.0046
9966625000.0000,  14.0321,   0.5965,   0.9861,   0.0045
9969250000.0000,  14.0272,   0.5877,   0.9844,   0.0067
9971875000.0000,  14.0325,   0.6081,   0.9846,   0.0036
9974500000.0000,  14.0282,   0.5953,   0.9844,   0.0049
9977125000.0000,  14.0338,   0.5956,   0.9843,   0.0032
9979750000.0000,  14.0300,   0.5992,   0.9838,   0.0069
9982375000.0000,  14.0293,   0.5980,   0.9842,   0.0058
9985000000.0000,  14.0199,   0.5910,   0.9836,   0.0057
9987625000.0000,  14.0399,   0.6072,   0.9852,   0.0063
9990250000.0000,  14.0345,   0.5986,   0.9858,   0.0054
9992875000.0000,  14.0253,   0.6018,   0.9845,   0.0042
9995500000.0000,  14.0191,   0.5927,   0.9845,   0.0072
9998125000.0000,  14.0185,   0.6002,   0.9836,   0.0060
10000750000.0000,  14.0298,   0.6018,   0.9852,   0.0100
10003375000.0000,  14.0295,   0.5911,   0.9833,   0.0047
10006000000.0000,  14.0217,   0.6035,   0.9828,   0.0060
10008625000.0000,  14.0224,   0.6067,   0.9838,   0.0065
10011250000.0000,  14.0230,   0.6018,   0.9820,   0.0061
10013875000.0000,  14.0246,   0.5980,   0.9848,   0.0044
10016500000.0000,  14.0186,   0.5998,   0.9816,   0.0040
10019125000.0000,  14.0234,   0.6051,   0.9837,   0.0051
10021750000.0000,  14.0176,   0.5968,   0.9834,   0.0051
10024375000.0000,  14.0147,   0.6002,   0.9828,   0.0045
10027000000.0000,  14.0181,   0.5855,   0.9854,   0.0024
10029625000.0000,  14.0158,   0.6019,   0.9853,   0.0058
10032250000.0000,  14.0137,   0.5852,   0.9823,   0.0043
10034875000.0000,  14.0193,   0.5917,   0.9860,   0.0023
10037500000.0000,  14.0232,   0.5973,   0.9829,   0.0034
10040125000.0000,  14.0124,   0.5966,   0.9834,   0.0053
10042750000.0000,  14.0125,   0.5922,   0.9818,   0.0023
10045375000.0000,  14.0010,   0.5925,   0.9855,   0.0023
10048000000.0000,  14.0172,   0.6033,   0.9865,   0.0063
10050625000.0000,  13.9951,   0.5910,   0.9846,   0.0047
10053250000.0000,  14.0150,   0.5881,   0.9826,   0.0030
10055875000.0000,  14.0091,   0.5803,   0.9846,   0.0032
10058500000.0000,  14.0180,   0.5933,   0.9842,   0.0058
10061125000.0000,  14.0105,   0.5866,   0.9830,   0.0034
10063750000.0000,  14.0173,   0.5830,   0.9863,   0.0036
10066375000.0000,  14.0004,   0.5815,   0.9846,   0.0035
10069000000.0000,  14.0040,   0.5815,   0.9856,   0.0051
10071625000.0000,  13.9958,   0.5795,   0.9856,   0.0054
10074250000.0000,  14.0104,   0.5820,   0.9846,   0.0043
10076875000.0000,  14.0033,   0.5680,   0.9839,   0.0050
10079500000.0000,  14.0083,   0.5817,   0.9861,   0.0054
10082125000.0000,  13.9961,   0.5535,   0.9833,   0.0040
10084750000.0000,  13.9988,   0.5647,   0.9852,   0.0056
10087375000.0000,  13.9904,   0.5549,   0.9837,   0.0041
10090000000.0000,  13.9866,   0.5720,   0.9839,   0.0076
10092625000.0000,  14.0045,   0.5569,   0.9839,   0.0030
10095250000.0000,  13.9988,   0.5568,   0.9869,   0.0053
10097875000.0000,  13.9893,   0.5625,   0.9847,   0.0084
10100500000.0000,  13.9950,   0.5486,   0.9845,   0.0046
10103125000.0000,  13.9779,   0.5618,   0.9843,   0.0079
10105750000.0000,  13.9867,   0.5570,   0.9850,   0.0084
10108375000.0000,  13.9863,   0.5650,   0.9843,   0.0064
10111000000.0000,  13.9918,   0.5493,   0.9852,   0.0063
10113625000.0000,  13.9972,   0.5627,   0.9856,   0.0068
10116250000.0000,  13.9913,   0.5621,   0.9820,   0.0070
10118875000.0000,  13.9865,   0.5593,   0.9845,   0.0083
10121500000.0000,  13.9920,   0.5680,   0.9851,   0.0087
10124125000.0000,  13.9955,   0.5616,   0.9851,   0.0074
10126750000.0000,  13.9972,   0.5537,   0.9835,   0.0052
10129375000.0000,  13.9966,   0.5595,   0.9820,   0.0087
10132000000.0000,  13.9873,   0.5691,   0.9824,   0.0073
10134625000.0000,  14.0012,   0.5544,   0.9836,   0.0044
10137250000.0000,  13.9976,   0.5568,   0.9837,   0.0072
10139875000.0000,  14.0046,   0.5585,   0.9847,   0.0067
10142500000.0000,  13.9965,   0.5601,   0.9842,   0.0059
10145125000.0000,  14.0128,   0.5452,   0.9853,   0.0038
10147750000.0000,  13.9838,   0.5561,   0.9861,   0.0065
10150375000.0000,  13.9966,   0.5708,   0.9852,   0.0069
10153000000.0000,  13.9878,   0.5596,   0.9834,   0.0078
10155625000.0000,  13.9865,   0.5506,   0.9850,   0.0061
10158250000.0000,  13.9938,   0.5622,   0.9871,   0.0058
10160875000.0000,  14.0037,   0.5553,   0.9878,   0.0068
10163500000.0000,  13.9916,   0.5483,   0.9852,   0.0058
10166125000.0000,  13.9944,   0.5683,   0.9829,   0.0054
10168750000.0000,  14.0015,   0.5642,   0.9860,   0.0057
10171375000.0000,  13.9992,   0.5573,   0.9855,   0.0064
10174000000.0000,  13.9971,   0.5484,   0.9841,   0.0043
10176625000.0000,  14.0043,   0.5603,   0.9847,   0.0064
10179250000.0000,  13.9990,   0.5504,   0.9857,   0.0050
10181875000.0000,  13.9881,   0.5609,   0.9826,   0.0083
10184500000.0000,  14.0087,   0.5382,   0.9853,   0.0035
10187125000.0000,  13.9974,   0.5550,   0.9856,   0.0057
10189750000.0000,  13.9941,   0.5505,   0.9837,   0.0052
10192375000.0000,  14.0046,   0.5355,   0.9857,   0.0035
10195000000.0000,  13.9973,   0.5443,   0.9836,   0.0045
10197625000.0000,  13.9870,   0.5525,   0.9852,   0.0078
10200250000.0000,  14.0025,   0.5411,   0.9840,   0.0061
10202875000.0000,  14.0065,   0.5369,   0.9830,   0.0034
10205500000.0000,  13.9994,   0.5441,   0.9838,   0.0066
10208125000.0000,  13.9928,   0.5426,   0.9838,   0.0062
10210750000.0000,  13.9920,   0.5476,   0.9835,   0.0057
10213375000.0000,  13.9945,   0.5565,   0.9834,   0.0075
10216000000.0000,  14.0004,   0.5387,   0.9839,   0.0054
10218625000.0000,  14.0015,   0.5341,   0.9824,   0.0039
10221250000.0000,  14.0000,   0.5358,   0.9836,   0.0055
10223875000.0000,  14.0057,   0.5221,   0.9824,   0.0044
10226500000.0000,  13.9949,   0.5460,   0.9821,   0.0065
10229125000.0000,  13.9983,   0.5270,   0.9832,   0.0045
10231750000.0000,  14.0056,   0.5386,   0.9821,   0.0049
10234375000.0000,  14.0011,   0.5372,   0.9825,   0.0065
10237000000.0000,  14.0205,   0.5227,   0.9821,   0.0048
10239625000.0000,  14.0064,   0.5271,   0.9836,   0.0038
10242250000.0000,  14.0160,   0.5477,   0.9837,   0.0062
10244875000.0000,  14.0118,   0.5218,   0.9821,   0.0068
10247500000.0000,  14.0077,   0.5260,   0.9825,   0.0053
10250125000.0000,  14.0188,   0.5446,   0.9844,   0.0056
10252750000.0000,  14.0004,   0.5285,   0.9826,   0.0073
10255375000.0000,  14.0202,   0.5399,   0.9838,   0.0077
10258000000.0000,  14.0035,   0.5321,   0.9828,   0.0066
10260625000.0000,  14.0186,   0.5327,   0.9833,   0.0063
10263250000.0000,  14.0174,   0.5363,   0.9818,   0.0074
10265875000.0000,  14.0108,   0.5337,   0.9815,   0.0060
10268500000.0000,  14.0258,   0.5268,   0.9827,   0.0030
10271125000.0000,  13.9988,   0.5360,   0.9824,   0.0075
10273750000.0000,  13.9984,   0.5397,   0.9844,   0.0065
10276375000.0000,  13.9984,   0.5409,   0.9823,   0.0083
10279000000.0000,  14.0070,   0.5326,   0.9827,   0.0081
10281625000.0000,  14.0065,   0.5392,   0.9832,   0.0049
10284250000.0000,  14.0132,   0.5359,   0.9813,   0.0079
10286875000.0000,  14.0106,   0.5286,   0.9824,   0.0046
10289500000.0000,  13.9987,   0.5381,   0.9824,   0.0076
10292125000.0000,  13.9961,   0.5347,   0.9833,   0.0080
10294750000.0000,  14.0099,   0.5486,   0.9833,   0.0083
10297375000.0000,  13.9951,   0.5521,   0.9837,   0.0086
10300000000.0000,  14.0071,   0.5362,   0.9832,   0.0056
10302625000.0000,  13.9999,   0.5433,   0.9827,   0.0080
10305250000.0000,  13.9953,   0.5287,   0.9816,   0.0055
10307875000.0000,  13.9993,   0.5288,   0.9826,   0.0044
10310500000.0000,  14.0008,   0.5500,   0.9830,   0.0056
10313125000.0000,  13.9956,   0.5497,   0.9818,   0.0053
10315750000.0000,  14.0045,   0.5408,   0.9819,   0.0061
10318375000.0000,  14.0021,   0.5430,   0.9818,   0.0044
10321000000.0000,  14.0018,   0.5259,   0.9840,   0.0048
10323625000.0000,  13.9978,   0.5421,   0.9833,   0.0050
10326250000.0000,  14.0067,   0.5443,   0.9828,   0.0062
10328875000.0000,  14.0195,   0.5282,   0.9834,   0.0043
10331500000.0000,  14.0041,   0.5325,   0.9843,   0.0056
10334125000.0000,  14.0063,   0.5248,   0.9821,   0.0036
10336750000.0000,  13.9976,   0.5283,   0.9830,   0.0059
10339375000.0000,  14.0137,   0.5262,   0.9824,   0.0046
10342000000.0000,  14.0072,   0.5311,   0.9855,   0.0039
10344625000.0000,  14.0084,   0.5155,   0.9818,   0.0033
10347250000.0000,  14.0091,   0.5344,   0.9837,   0.0057
10349875000.0000,  14.0090,   0.5253,   0.9831,   0.0039
10352500000.0000,  14.0050,   0.5186,   0.9833,   0.0046
10355125000.0000,  14.0056,   0.5147,   0.9833,   0.0022
10357750000.0000,  14.0195,   0.5244,   0.9828,   0.0063
10360375000.0000,  14.0007,   0.5161,   0.9834,   0.0028
10363000000.0000,  14.0056,   0.5057,   0.9835,   0.0041
10365625000.0000,  14.0086,   0.5215,   0.9829,   0.0047
10368250000.0000,  14.0203,   0.4935,   0.9821,   0.0016
10370875000.0000,  14.0171,   0.5139,   0.9809,   0.0061
10373500000.0000,  14.0241,   0.5312,   0.9846,   0.0070
10376125000.0000,  14.0124,   0.5361,   0.9843,   0.0080
10378750000.0000,  14.0009,   0.5176,   0.9840,   0.0083
10381375000.0000,  14.0137,   0.5109,   0.9829,   0.0061
10384000000.0000,  14.0081,   0.5205,   0.9821,   0.0088
10386625000.0000,  14.0099,   0.5100,   0.9818,   0.0064
10389250000.0000,  14.0140,   0.5115,   0.9802,   0.0046
10391875000.0000,  14.0114,   0.5129,   0.9780,   0.0064
10394500000.0000,  14.0144,   0.5042,   0.9794,   0.0057
10397125000.0000,  14.0166,   0.5297,   0.9797,   0.0085
10399750000.0000,  14.0096,   0.5044,   0.9801,   0.0062
10402375000.0000,  14.0096,   0.5183,   0.9797,   0.0076
10405000000.0000,  14.0078,   0.5148,   0.9802,   0.0051
10407625000.0000,  14.0124,   0.5242,   0.9780,   0.0063
10410250000.0000,  14.0129,   0.5246,   0.9773,   0.0054
10412875000.0000,  14.0123,   0.5239,   0.9801,   0.0049
10415500000.0000,  14.0027,   0.5196,   0.9801,   0.0073
10418125000.0000,  14.0095,   0.5185,   0.9780,   0.0053
10420750000.0000,  14.0003,   0.5257,   0.9775,   0.0050
10423375000.0000,  14.0071,   0.5245,   0.9796,   0.0063
10426000000.0000,  13.9918,   0.5242,   0.9791,   0.0060
10428625000.0000,  13.9945,   0.5330,   0.9806,   0.0078
10431250000.0000,  13.9984,   0.5289,   0.9809,   0.0058
10433875000.0000,  13.9857,   0.5037,   0.9781,   0.0038
10436500000.0000,  13.9960,   0.5429,   0.9815,   0.0072
10439125000.0000,  13.9859,   0.5246,   0.9804,   0.0073
10441750000.0000,  13.9965,   0.5196,   0.9807,   0.0051
10444375000.0000,  13.9857,   0.5336,   0.9792,   0.0082
10447000000.0000,  13.9913,   0.5096,   0.9817,   0.0043
