Dataset Survey:15(A_Miguel_02_07_14)
Dwell Time (s)	0.100000
Number of sweeps	3
Kinetic Energy(eV)	Binding Energy(eV)	Intensity(cps)	Transmission Value
934.690000	552.000000	6406.666667	4.393965
935.690000	551.000000	6613.333333	4.393649
936.690000	550.000000	6543.333333	4.393333
937.690000	549.000000	6326.666667	4.393018
938.690000	548.000000	6250.000000	4.392702
939.690000	547.000000	6460.000000	4.392386
940.690000	546.000000	6566.666667	4.392071
941.690000	545.000000	6433.333333	4.391755
942.690000	544.000000	6613.333333	4.391439
943.690000	543.000000	6316.666667	4.391124
944.690000	542.000000	6450.000000	4.390808
945.690000	541.000000	6290.000000	4.390492
946.690000	540.000000	6433.333333	4.390177
947.690000	539.000000	6320.000000	4.389861
948.690000	538.000000	6250.000000	4.389545
949.690000	537.000000	6613.333333	4.389230
950.690000	536.000000	6736.666667	4.388914
951.690000	535.000000	7553.333333	4.388598
952.690000	534.000000	8396.666667	4.388283
953.690000	533.000000	9063.333333	4.387967
954.690000	532.000000	9043.333333	4.387651
955.690000	531.000000	8143.333333	4.387336
956.690000	530.000000	7260.000000	4.387020
957.690000	529.000000	6450.000000	4.386704
958.690000	528.000000	5956.666667	4.386388
959.690000	527.000000	5836.666667	4.386073
960.690000	526.000000	5966.666667	4.385757
961.690000	525.000000	5926.666667	4.385441
962.690000	524.000000	5773.333333	4.385126
963.690000	523.000000	6053.333333	4.384810
964.690000	522.000000	6096.666667	4.384494
965.690000	521.000000	6090.000000	4.384179
966.690000	520.000000	6000.000000	4.383863
967.690000	519.000000	6226.666667	4.383547
968.690000	518.000000	6400.000000	4.383232
969.690000	517.000000	6116.666667	4.382916
970.690000	516.000000	5943.333333	4.382650
971.690000	515.000000	5753.333333	4.382398
972.690000	514.000000	6023.333333	4.382146
973.690000	513.000000	6100.000000	4.381894
974.690000	512.000000	6090.000000	4.381642
975.690000	511.000000	6013.333333	4.381390
976.690000	510.000000	6100.000000	4.381138
977.690000	509.000000	5906.666667	4.380886
978.690000	508.000000	6120.000000	4.380634
979.690000	507.000000	6026.666667	4.380381
980.690000	506.000000	6073.333333	4.380129
981.690000	505.000000	5996.666667	4.379877
982.690000	504.000000	6076.666667	4.379625
983.690000	503.000000	6236.666667	4.379373
984.690000	502.000000	6203.333333	4.379121
985.690000	501.000000	6293.333333	4.378869
986.690000	500.000000	6323.333333	4.378617
987.690000	499.000000	6226.666667	4.378365
988.690000	498.000000	6596.666667	4.378113
989.690000	497.000000	6496.666667	4.377861
990.690000	496.000000	6390.000000	4.377609
991.690000	495.000000	6256.666667	4.377357
992.690000	494.000000	6296.666667	4.377105
993.690000	493.000000	6250.000000	4.376853
994.690000	492.000000	6046.666667	4.376601
995.690000	491.000000	6230.000000	4.376349
996.690000	490.000000	6190.000000	4.376097
997.690000	489.000000	6046.666667	4.375845
998.690000	488.000000	5923.333333	4.375592
999.690000	487.000000	6160.000000	4.375340
1000.690000	486.000000	6243.333333	4.375088
1001.690000	485.000000	5843.333333	4.374836
1002.690000	484.000000	5930.000000	4.374584
1003.690000	483.000000	5866.666667	4.374332
1004.690000	482.000000	6280.000000	4.374080
1005.690000	481.000000	6306.666667	4.373828
1006.690000	480.000000	6356.666667	4.373576
1007.690000	479.000000	6286.666667	4.373324
1008.690000	478.000000	6230.000000	4.373072
1009.690000	477.000000	6006.666667	4.372820
1010.690000	476.000000	6450.000000	4.373124
1011.690000	475.000000	6176.666667	4.373585
1012.690000	474.000000	5996.666667	4.374046
1013.690000	473.000000	6190.000000	4.374508
1014.690000	472.000000	6093.333333	4.374969
1015.690000	471.000000	6423.333333	4.375430
1016.690000	470.000000	6290.000000	4.375891
1017.690000	469.000000	6283.333333	4.376352
1018.690000	468.000000	6326.666667	4.376813
1019.690000	467.000000	6163.333333	4.377274
1020.690000	466.000000	6136.666667	4.377736
1021.690000	465.000000	6153.333333	4.378197
1022.690000	464.000000	6133.333333	4.378658
1023.690000	463.000000	6073.333333	4.379119
1024.690000	462.000000	6406.666667	4.379580
1025.690000	461.000000	6503.333333	4.380041
1026.690000	460.000000	6696.666667	4.380502
1027.690000	459.000000	6400.000000	4.380964
1028.690000	458.000000	6466.666667	4.381425
1029.690000	457.000000	6373.333333	4.381886
1030.690000	456.000000	6253.333333	4.382347
1031.690000	455.000000	6633.333333	4.382808
1032.690000	454.000000	6333.333333	4.383269
1033.690000	453.000000	6346.666667	4.383730
1034.690000	452.000000	6610.000000	4.384191
1035.690000	451.000000	6466.666667	4.384653
1036.690000	450.000000	6253.333333	4.385114
1037.690000	449.000000	6480.000000	4.385575
1038.690000	448.000000	6443.333333	4.386036
1039.690000	447.000000	6366.666667	4.386497
1040.690000	446.000000	6433.333333	4.386958
1041.690000	445.000000	6440.000000	4.387419
1042.690000	444.000000	6283.333333	4.387881
1043.690000	443.000000	6643.333333	4.388342
1044.690000	442.000000	6410.000000	4.388803
1045.690000	441.000000	6373.333333	4.389264
1046.690000	440.000000	6460.000000	4.389725
1047.690000	439.000000	6483.333333	4.390186
1048.690000	438.000000	6546.666667	4.390647
1049.690000	437.000000	6463.333333	4.391109
1050.690000	436.000000	6560.000000	4.391570
1051.690000	435.000000	6460.000000	4.392031
1052.690000	434.000000	6653.333333	4.392492
1053.690000	433.000000	6653.333333	4.392953
1054.690000	432.000000	6593.333333	4.393414
1055.690000	431.000000	6583.333333	4.393875
1056.690000	430.000000	6640.000000	4.394337
1057.690000	429.000000	6690.000000	4.394798
1058.690000	428.000000	6640.000000	4.395259
1059.690000	427.000000	6740.000000	4.395720
1060.690000	426.000000	6596.666667	4.397151
1061.690000	425.000000	6646.666667	4.398856
1062.690000	424.000000	6603.333333	4.400561
1063.690000	423.000000	6466.666667	4.402266
1064.690000	422.000000	6580.000000	4.403971
1065.690000	421.000000	6536.666667	4.405676
1066.690000	420.000000	6433.333333	4.407381
1067.690000	419.000000	6423.333333	4.409086
1068.690000	418.000000	6523.333333	4.410791
1069.690000	417.000000	6403.333333	4.412496
1070.690000	416.000000	6426.666667	4.414202
1071.690000	415.000000	6503.333333	4.415907
1072.690000	414.000000	6503.333333	4.417612
1073.690000	413.000000	6643.333333	4.419317
1074.690000	412.000000	6653.333333	4.421022
1075.690000	411.000000	6636.666667	4.422727
1076.690000	410.000000	6440.000000	4.424432
1077.690000	409.000000	6576.666667	4.426137
1078.690000	408.000000	6756.666667	4.427842
1079.690000	407.000000	6540.000000	4.429547
1080.690000	406.000000	6463.333333	4.431252
1081.690000	405.000000	6650.000000	4.432957
1082.690000	404.000000	6650.000000	4.434662
1083.690000	403.000000	6946.666667	4.436367
1084.690000	402.000000	7160.000000	4.438072
1085.690000	401.000000	7410.000000	4.439777
1086.690000	400.000000	7066.666667	4.441482
1087.690000	399.000000	6953.333333	4.443187
1088.690000	398.000000	6696.666667	4.444892
1089.690000	397.000000	6610.000000	4.446597
1090.690000	396.000000	6533.333333	4.448302
1091.690000	395.000000	6733.333333	4.450007
1092.690000	394.000000	6716.666667	4.451712
1093.690000	393.000000	6820.000000	4.453417
1094.690000	392.000000	6816.666667	4.455122
1095.690000	391.000000	6713.333333	4.456827
1096.690000	390.000000	6663.333333	4.458532
1097.690000	389.000000	6790.000000	4.460237
1098.690000	388.000000	6870.000000	4.461942
1099.690000	387.000000	6806.666667	4.463647
1100.690000	386.000000	6693.333333	4.464397
1101.690000	385.000000	6676.666667	4.464877
1102.690000	384.000000	6913.333333	4.465357
1103.690000	383.000000	6973.333333	4.465837
1104.690000	382.000000	6726.666667	4.466317
1105.690000	381.000000	6803.333333	4.466798
1106.690000	380.000000	6930.000000	4.467278
1107.690000	379.000000	6776.666667	4.467758
1108.690000	378.000000	6676.666667	4.468238
1109.690000	377.000000	6733.333333	4.468719
1110.690000	376.000000	6726.666667	4.469199
1111.690000	375.000000	6740.000000	4.469679
1112.690000	374.000000	6890.000000	4.470159
1113.690000	373.000000	7033.333333	4.470640
1114.690000	372.000000	7043.333333	4.471120
1115.690000	371.000000	7013.333333	4.471600
1116.690000	370.000000	6886.666667	4.472080
1117.690000	369.000000	7016.666667	4.472560
1118.690000	368.000000	7060.000000	4.473041
1119.690000	367.000000	6970.000000	4.473521
1120.690000	366.000000	6943.333333	4.474001
1121.690000	365.000000	7016.666667	4.474481
1122.690000	364.000000	7026.666667	4.474962
1123.690000	363.000000	6976.666667	4.475442
1124.690000	362.000000	7083.333333	4.475922
1125.690000	361.000000	6990.000000	4.476402
1126.690000	360.000000	7206.666667	4.476882
1127.690000	359.000000	6933.333333	4.477363
1128.690000	358.000000	7006.666667	4.477843
1129.690000	357.000000	7153.333333	4.478323
1130.690000	356.000000	7313.333333	4.478803
1131.690000	355.000000	7046.666667	4.479284
1132.690000	354.000000	7176.666667	4.479764
1133.690000	353.000000	7436.666667	4.480244
1134.690000	352.000000	7160.000000	4.480724
1135.690000	351.000000	7453.333333	4.481204
1136.690000	350.000000	7453.333333	4.481685
1137.690000	349.000000	7366.666667	4.482165
1138.690000	348.000000	7386.666667	4.482645
1139.690000	347.000000	7380.000000	4.483125
1140.690000	346.000000	7403.333333	4.483606
1141.690000	345.000000	7383.333333	4.484086
1142.690000	344.000000	7460.000000	4.484566
1143.690000	343.000000	7240.000000	4.485046
1144.690000	342.000000	7283.333333	4.485526
1145.690000	341.000000	7363.333333	4.486007
1146.690000	340.000000	7483.333333	4.486487
1147.690000	339.000000	7363.333333	4.486967
1148.690000	338.000000	7310.000000	4.487447
1149.690000	337.000000	7450.000000	4.487928
1150.690000	336.000000	7436.666667	4.488408
1151.690000	335.000000	7443.333333	4.488888
1152.690000	334.000000	7193.333333	4.489368
1153.690000	333.000000	7080.000000	4.489849
1154.690000	332.000000	7406.666667	4.490329
1155.690000	331.000000	7093.333333	4.490809
1156.690000	330.000000	7196.666667	4.491289
1157.690000	329.000000	7073.333333	4.491769
1158.690000	328.000000	7050.000000	4.492250
1159.690000	327.000000	7413.333333	4.492730
1160.690000	326.000000	7573.333333	4.493210
1161.690000	325.000000	7493.333333	4.493690
1162.690000	324.000000	7670.000000	4.494171
1163.690000	323.000000	7633.333333	4.494651
1164.690000	322.000000	7553.333333	4.495131
1165.690000	321.000000	7573.333333	4.495611
1166.690000	320.000000	7880.000000	4.496091
1167.690000	319.000000	7973.333333	4.496572
1168.690000	318.000000	8070.000000	4.497052
1169.690000	317.000000	8043.333333	4.497532
1170.690000	316.000000	8150.000000	4.498012
1171.690000	315.000000	8180.000000	4.498493
1172.690000	314.000000	8240.000000	4.498973
1173.690000	313.000000	8113.333333	4.499453
1174.690000	312.000000	8276.666667	4.499933
1175.690000	311.000000	8343.333333	4.500413
1176.690000	310.000000	8173.333333	4.500894
1177.690000	309.000000	7940.000000	4.501374
1178.690000	308.000000	7653.333333	4.501854
1179.690000	307.000000	7403.333333	4.502334
1180.690000	306.000000	7003.333333	4.502815
1181.690000	305.000000	6433.333333	4.503295
1182.690000	304.000000	6183.333333	4.503775
1183.690000	303.000000	5846.666667	4.504255
1184.690000	302.000000	5390.000000	4.504735
1185.690000	301.000000	5116.666667	4.505216
1186.690000	300.000000	4713.333333	4.505696
1187.690000	299.000000	4606.666667	4.506176
1188.690000	298.000000	4136.666667	4.506656
1189.690000	297.000000	4136.666667	4.507137
1190.690000	296.000000	4336.666667	4.509181
1191.690000	295.000000	4493.333333	4.511668
1192.690000	294.000000	4630.000000	4.514154
1193.690000	293.000000	5196.666667	4.516640
1194.690000	292.000000	5710.000000	4.519126
1195.690000	291.000000	6326.666667	4.521612
1196.690000	290.000000	6946.666667	4.524098
1197.690000	289.000000	8040.000000	4.526584
1198.690000	288.000000	9520.000000	4.529070
1199.690000	287.000000	13436.666667	4.531556
1200.690000	286.000000	22733.333333	4.534042
1201.690000	285.000000	36673.333333	4.536529
1202.690000	284.000000	30763.333333	4.539015
1203.690000	283.000000	11336.666667	4.541501
1204.690000	282.000000	2250.000000	4.543987
1205.690000	281.000000	1073.333333	4.546473
1206.690000	280.000000	680.000000	4.548959
1207.690000	279.000000	613.333333	4.551445
1208.690000	278.000000	503.333333	4.553931
1209.690000	277.000000	400.000000	4.556417
1210.690000	276.000000	400.000000	4.558904
1211.690000	275.000000	326.666667	4.561390
1212.690000	274.000000	333.333333	4.563876
1213.690000	273.000000	396.666667	4.566362
1214.690000	272.000000	393.333333	4.568848
1215.690000	271.000000	356.666667	4.571334
1216.690000	270.000000	316.666667	4.573820
1217.690000	269.000000	286.666667	4.576306
1218.690000	268.000000	313.333333	4.578792
1219.690000	267.000000	360.000000	4.581279
1220.690000	266.000000	316.666667	4.583765
1221.690000	265.000000	330.000000	4.586251
1222.690000	264.000000	330.000000	4.588737
1223.690000	263.000000	333.333333	4.591223
1224.690000	262.000000	350.000000	4.593709
1225.690000	261.000000	336.666667	4.596195
1226.690000	260.000000	290.000000	4.598681
1227.690000	259.000000	340.000000	4.601167
1228.690000	258.000000	373.333333	4.603653
1229.690000	257.000000	306.666667	4.606140
1230.690000	256.000000	350.000000	4.608626
1231.690000	255.000000	380.000000	4.611112
1232.690000	254.000000	350.000000	4.613598
1233.690000	253.000000	360.000000	4.616084
1234.690000	252.000000	343.333333	4.618570
1235.690000	251.000000	363.333333	4.621056
1236.690000	250.000000	350.000000	4.623542
1237.690000	249.000000	300.000000	4.626028
1238.690000	248.000000	326.666667	4.628515
1239.690000	247.000000	350.000000	4.631001
1240.690000	246.000000	336.666667	4.632030
1241.690000	245.000000	393.333333	4.632648
1242.690000	244.000000	333.333333	4.633267
1243.690000	243.000000	373.333333	4.633885
1244.690000	242.000000	330.000000	4.634503
1245.690000	241.000000	366.666667	4.635122
1246.690000	240.000000	283.333333	4.635740
1247.690000	239.000000	403.333333	4.636358
1248.690000	238.000000	356.666667	4.636977
1249.690000	237.000000	336.666667	4.637595
1250.690000	236.000000	326.666667	4.638213
1251.690000	235.000000	403.333333	4.638832
1252.690000	234.000000	323.333333	4.639450
1253.690000	233.000000	336.666667	4.640068
1254.690000	232.000000	340.000000	4.640687
1255.690000	231.000000	333.333333	4.641305
1256.690000	230.000000	320.000000	4.641923
1257.690000	229.000000	283.333333	4.642542
1258.690000	228.000000	320.000000	4.643160
1259.690000	227.000000	383.333333	4.643778
1260.690000	226.000000	330.000000	4.644397
1261.690000	225.000000	346.666667	4.645015
1262.690000	224.000000	330.000000	4.645633
1263.690000	223.000000	306.666667	4.646252
1264.690000	222.000000	353.333333	4.646870
1265.690000	221.000000	366.666667	4.647488
1266.690000	220.000000	363.333333	4.648107
1267.690000	219.000000	343.333333	4.648725
1268.690000	218.000000	360.000000	4.649343
1269.690000	217.000000	356.666667	4.649962
1270.690000	216.000000	320.000000	4.650580
1271.690000	215.000000	320.000000	4.651198
1272.690000	214.000000	363.333333	4.651817
1273.690000	213.000000	286.666667	4.652435
1274.690000	212.000000	366.666667	4.653053
1275.690000	211.000000	333.333333	4.653672
1276.690000	210.000000	336.666667	4.654290
1277.690000	209.000000	323.333333	4.654908
1278.690000	208.000000	376.666667	4.655527
1279.690000	207.000000	346.666667	4.656145
1280.690000	206.000000	360.000000	4.656763
1281.690000	205.000000	330.000000	4.657382
1282.690000	204.000000	373.333333	4.658000
1283.690000	203.000000	356.666667	4.658618
1284.690000	202.000000	346.666667	4.659237
1285.690000	201.000000	370.000000	4.659855
1286.690000	200.000000	403.333333	4.660473
1287.690000	199.000000	326.666667	4.661092
1288.690000	198.000000	353.333333	4.661710
1289.690000	197.000000	370.000000	4.662329
1290.690000	196.000000	413.333333	4.662947
1291.690000	195.000000	403.333333	4.663565
1292.690000	194.000000	346.666667	4.664184
1293.690000	193.000000	363.333333	4.664802
1294.690000	192.000000	406.666667	4.665420
1295.690000	191.000000	353.333333	4.666039
1296.690000	190.000000	396.666667	4.666657
1297.690000	189.000000	403.333333	4.667275
1298.690000	188.000000	326.666667	4.667894
1299.690000	187.000000	306.666667	4.668512
1300.690000	186.000000	360.000000	4.668850
1301.690000	185.000000	360.000000	4.669109
1302.690000	184.000000	396.666667	4.669369
1303.690000	183.000000	323.333333	4.669628
1304.690000	182.000000	310.000000	4.669887
1305.690000	181.000000	386.666667	4.670146
1306.690000	180.000000	396.666667	4.670406
1307.690000	179.000000	330.000000	4.670665
1308.690000	178.000000	360.000000	4.670924
1309.690000	177.000000	353.333333	4.671183
1310.690000	176.000000	346.666667	4.671443
1311.690000	175.000000	346.666667	4.671702
1312.690000	174.000000	366.666667	4.671961
1313.690000	173.000000	360.000000	4.672220
1314.690000	172.000000	376.666667	4.672480
1315.690000	171.000000	426.666667	4.672739
1316.690000	170.000000	330.000000	4.672998
1317.690000	169.000000	366.666667	4.673257
1318.690000	168.000000	370.000000	4.673517
1319.690000	167.000000	363.333333	4.673776
1320.690000	166.000000	263.333333	4.674035
1321.690000	165.000000	376.666667	4.674294
1322.690000	164.000000	353.333333	4.674553
1323.690000	163.000000	376.666667	4.674813
1324.690000	162.000000	390.000000	4.675072
1325.690000	161.000000	350.000000	4.675331
1326.690000	160.000000	363.333333	4.675590
1327.690000	159.000000	313.333333	4.675850
1328.690000	158.000000	306.666667	4.676109
1329.690000	157.000000	360.000000	4.676368
1330.690000	156.000000	373.333333	4.676627
1331.690000	155.000000	406.666667	4.676887
1332.690000	154.000000	343.333333	4.677146
1333.690000	153.000000	380.000000	4.677405
1334.690000	152.000000	493.333333	4.677664
1335.690000	151.000000	366.666667	4.677924
1336.690000	150.000000	343.333333	4.678183
1337.690000	149.000000	316.666667	4.678442
1338.690000	148.000000	330.000000	4.678701
1339.690000	147.000000	320.000000	4.678961
1340.690000	146.000000	310.000000	4.679220
1341.690000	145.000000	316.666667	4.679479
1342.690000	144.000000	353.333333	4.679738
1343.690000	143.000000	326.666667	4.679998
1344.690000	142.000000	350.000000	4.680257
1345.690000	141.000000	333.333333	4.680516
1346.690000	140.000000	390.000000	4.680775
1347.690000	139.000000	430.000000	4.681035
1348.690000	138.000000	356.666667	4.681294
1349.690000	137.000000	323.333333	4.681553
1350.690000	136.000000	350.000000	4.681812
1351.690000	135.000000	370.000000	4.682072
1352.690000	134.000000	373.333333	4.682331
1353.690000	133.000000	393.333333	4.682590
1354.690000	132.000000	383.333333	4.682849
1355.690000	131.000000	396.666667	4.683109
1356.690000	130.000000	396.666667	4.686369
1357.690000	129.000000	360.000000	4.690477
1358.690000	128.000000	370.000000	4.694585
1359.690000	127.000000	376.666667	4.698692
1360.690000	126.000000	360.000000	4.702800
1361.690000	125.000000	373.333333	4.706907
1362.690000	124.000000	356.666667	4.711015
1363.690000	123.000000	380.000000	4.715122
1364.690000	122.000000	380.000000	4.719230
1365.690000	121.000000	376.666667	4.723337
1366.690000	120.000000	386.666667	4.727445
1367.690000	119.000000	326.666667	4.731552
1368.690000	118.000000	370.000000	4.735660
1369.690000	117.000000	420.000000	4.739767
1370.690000	116.000000	373.333333	4.743875
1371.690000	115.000000	370.000000	4.747983
1372.690000	114.000000	373.333333	4.752090
1373.690000	113.000000	340.000000	4.756198
1374.690000	112.000000	340.000000	4.760305
1375.690000	111.000000	366.666667	4.764413
1376.690000	110.000000	376.666667	4.768520
1377.690000	109.000000	373.333333	4.772628
1378.690000	108.000000	373.333333	4.776735
1379.690000	107.000000	390.000000	4.780843
1380.690000	106.000000	333.333333	4.784950
1381.690000	105.000000	350.000000	4.789058
1382.690000	104.000000	380.000000	4.793166
1383.690000	103.000000	436.666667	4.797273
1384.690000	102.000000	450.000000	4.801381
1385.690000	101.000000	470.000000	4.805488
1386.690000	100.000000	380.000000	4.809596
1387.690000	99.000000	373.333333	4.813703
1388.690000	98.000000	433.333333	4.817811
1389.690000	97.000000	373.333333	4.821918
1390.690000	96.000000	383.333333	4.826026
1391.690000	95.000000	386.666667	4.830133
1392.690000	94.000000	396.666667	4.834241
1393.690000	93.000000	400.000000	4.838348
1394.690000	92.000000	363.333333	4.842456
1395.690000	91.000000	350.000000	4.846564
1396.690000	90.000000	356.666667	4.850671
1397.690000	89.000000	343.333333	4.854779
1398.690000	88.000000	343.333333	4.858886
1399.690000	87.000000	396.666667	4.862994
1400.690000	86.000000	426.666667	4.867101
1401.690000	85.000000	343.333333	4.871209
1402.690000	84.000000	446.666667	4.875316
1403.690000	83.000000	376.666667	4.879424
1404.690000	82.000000	390.000000	4.883531
1405.690000	81.000000	416.666667	4.887639
1406.690000	80.000000	373.333333	4.891747
1407.690000	79.000000	323.333333	4.895854
1408.690000	78.000000	346.666667	4.899962
1409.690000	77.000000	380.000000	4.904069
1410.690000	76.000000	350.000000	4.908177
1411.690000	75.000000	390.000000	4.912284
1412.690000	74.000000	346.666667	4.916392
1413.690000	73.000000	310.000000	4.920499
1414.690000	72.000000	330.000000	4.924607
1415.690000	71.000000	353.333333	4.928714
1416.690000	70.000000	366.666667	4.932822
1417.690000	69.000000	360.000000	4.936929
1418.690000	68.000000	356.666667	4.941037
1419.690000	67.000000	370.000000	4.945145
1420.690000	66.000000	380.000000	4.949252
1421.690000	65.000000	363.333333	4.953360
1422.690000	64.000000	473.333333	4.957467
1423.690000	63.000000	480.000000	4.961575
1424.690000	62.000000	363.333333	4.965682
1425.690000	61.000000	350.000000	4.969790
1426.690000	60.000000	436.666667	4.973897
1427.690000	59.000000	403.333333	4.978005
1428.690000	58.000000	386.666667	4.982112
1429.690000	57.000000	370.000000	4.986220
1430.690000	56.000000	380.000000	4.990328
1431.690000	55.000000	353.333333	4.994435
1432.690000	54.000000	390.000000	4.998543
1433.690000	53.000000	386.666667	5.002650
1434.690000	52.000000	410.000000	5.006758
1435.690000	51.000000	416.666667	5.010865
1436.690000	50.000000	360.000000	5.014973
1437.690000	49.000000	393.333333	5.019080
1438.690000	48.000000	400.000000	5.023188
1439.690000	47.000000	410.000000	5.027295
1440.690000	46.000000	416.666667	5.031403
1441.690000	45.000000	386.666667	5.035511
1442.690000	44.000000	356.666667	5.039618
1443.690000	43.000000	450.000000	5.043726
1444.690000	42.000000	346.666667	5.047833
1445.690000	41.000000	413.333333	5.051941
1446.690000	40.000000	366.666667	5.056048
1447.690000	39.000000	320.000000	5.060156
1448.690000	38.000000	346.666667	5.064263
1449.690000	37.000000	373.333333	5.068371
1450.690000	36.000000	383.333333	5.072478
1451.690000	35.000000	316.666667	5.076586
1452.690000	34.000000	346.666667	5.080693
1453.690000	33.000000	300.000000	5.084801
1454.690000	32.000000	330.000000	5.088909
1455.690000	31.000000	410.000000	5.093016
1456.690000	30.000000	420.000000	5.097124
1457.690000	29.000000	393.333333	5.101231
1458.690000	28.000000	330.000000	5.105339
1459.690000	27.000000	443.333333	5.109446
1460.690000	26.000000	463.333333	5.110350
1461.690000	25.000000	516.666667	5.110350
1462.690000	24.000000	446.666667	5.110350
1463.690000	23.000000	440.000000	5.110350
1464.690000	22.000000	403.333333	5.110350
1465.690000	21.000000	436.666667	5.110350
1466.690000	20.000000	583.333333	5.110350
1467.690000	19.000000	600.000000	5.110350
1468.690000	18.000000	636.666667	5.110350
1469.690000	17.000000	523.333333	5.110350
1470.690000	16.000000	480.000000	5.110350
1471.690000	15.000000	540.000000	5.110350
1472.690000	14.000000	520.000000	5.110350
1473.690000	13.000000	443.333333	5.110350
1474.690000	12.000000	400.000000	5.110350
1475.690000	11.000000	330.000000	5.110350
1476.690000	10.000000	280.000000	5.110350
1477.690000	9.000000	266.666667	5.110350
1478.690000	8.000000	256.666667	5.110350
1479.690000	7.000000	186.666667	5.110350
1480.690000	6.000000	120.000000	5.110350
1481.690000	5.000000	140.000000	5.110350
1482.690000	4.000000	86.666667	5.110350
1483.690000	3.000000	50.000000	5.110350
1484.690000	2.000000	50.000000	5.110350
1485.690000	1.000000	50.000000	5.110350
1486.690000	0.000000	46.666667	5.110350
1487.690000	-1.000000	20.000000	5.110350
1488.690000	-2.000000	16.666667	5.110350
1489.690000	-3.000000	20.000000	5.110350
1490.690000	-4.000000	23.333333	5.110350
1491.690000	-5.000000	13.333333	5.110350


